Ai sensi dell'art. 139, I comma, del codice di procedura penale, da chi è effettuata la riproduzione fonografica o audiovisiva?;a) Dall'ausiliario che assiste il giudice;b) Dal personale tecnico, anche estraneo all'amministrazione dello Stato, sotto la direzione dell'ausiliario che assiste il giudice;c) Dal personale tecnico, anche estraneo all'amministrazione dello Stato, che collabora con l'ausiliario che assiste il giudice;d) Dal personale tecnico, interno all'amministrazione dello Stato, sotto la direzione dell'ausiliario che assiste il giudice;2
Ai sensi dell'art. 23, I comma, del codice di procedura penale, quale conseguenza si verifica se, nel dibattimento di primo grado, il giudice ritiene che il processo appartiene alla competenza di altro giudice?;a) Dichiara con sentenza la propria incompetenza per qualsiasi causa e ordina la trasmissione degli atti al giudice competente;b) Dichiara la propria incompetenza per qualsiasi causa e ordina la trasmissione degli atti al giudice competente entro ventiquattro ore;c) Dichiara con ordinanza la propria incompetenza per qualsiasi causa e ordina la trasmissione degli atti al giudice competente entro trentasei ore;d) Dichiara con decreto la propria incompetenza per qualsiasi causa e ordina la trasmissione degli atti al giudice competente;1
Ai sensi dell'art. 21, II comma, del codice di procedura penale, quale ipotesi di incompetenza è rilevata o eccepita a pena di decadenza, prima della conclusione dell'udienza preliminare?;a) L'incompetenza per connessione;b) L'incompetenza per valore;c) L'incompetenza per materia;d) L'incompetenza per territorio;4
Ai sensi dell'art. 50, I comma, del codice di procedura penale, se non sussistono i presupposti per la richiesta di archiviazione, da quale soggetto è esercitata l'azione penale?;a) Dal giudice delle indagini preliminari;b) Dal pubblico ministero;c) Dal presidente del tribunale;d) Dalla polizia giudiziaria;2
Ai sensi dell'art. 53, I comma, del codice di procedura penale, quale dei seguenti requisiti caratterizza il magistrato del pubblico ministero in udienza quando esercita le sue funzioni?;a) La trasparenza;b) L'autonomia;c) La competenza;d) L'imparzialità;2
Ai sensi dell'art. 192, II comma, del codice di procedura penale, l'esistenza di un fatto non può essere desunta da indizi, salvo che questi siano:;a) precisi e concordanti;b) gravi e concordanti;"c) gravi, precisi e
concordanti";d) gravi e precisi;3
Ai sensi dell'art. 195, I comma, del codice di procedura penale, il testimone può riferirsi ad altre persone per la conoscenza dei fatti?;a) Si e la parte può chiedere al giudice di disporre che queste siano chiamate a deporre;b) No, in quanto deve deporre solo su circostanze apprese direttamente;"c) Si ed in questo caso il
giudice, di ufficio, dispone che queste siano chiamate a deporre";"d) Si, ma solo se queste
siano a loro volta testimoni nel medesimo
procedimento penale";1
Ai sensi dell'art. 182, III comma, del codice di procedura penale, i termini per rilevare o eccepire le nullità sono stabiliti:;a) dal giudice con decreto motivato;b) dal giudice con ordinanza;c) a pena di nullità;d) a pena di decadenza;4
Ai sensi dell'art. 19 del codice di procedura penale, come sono disposte la riunione e la separazione di processi?;a) Con ordinanza motivata, solo di ufficio, sentite le parti;b) Con sentenza, anche di ufficio, sentito il pubblico ministero;c) Con ordinanza, anche di ufficio, sentite le parti;d) Con decreto, anche di ufficio, sentito il pubblico ministero;3
Ai sensi dell'art. 69, I comma, del codice di procedura penale, se risulta la morte dell'imputato, il giudice pronuncia sentenza a norma dell'articolo 129:;"a) su richiesta del
difensore";b) di ufficio;c) previa richiesta del pubblico ministero;"d) sentiti il pubblico
ministero ed il difensore";4
Ai sensi dell'art. 96, I comma, del codice di procedura penale, quanti difensori di fiducia può nominare l'imputato?;a) Non più di due, se nomina anche un perito;b) Uno;c) Non più di tre;d) Non più di due;4
Ai sensi dell'art. 247, II comma, del codice di procedura penale, la perquisizione è disposta con:;a) sentenza;b) ordinanza motivata;c) decreto motivato;d) ordinanza anche non motivata;3
Ai sensi dell'art. 54-bis, I comma, del codice di procedura penale, come deve procedere il pubblico ministero quando riceve notizia che presso un altro ufficio sono in corso indagini preliminari a carico della stessa persona e per il medesimo fatto in relazione al quale egli procede?;a) Deve informare, entro dieci giorni, il pubblico ministero di questo ufficio richiedendogli la trasmissione degli atti;b) Deve informare, entro cinque giorni, il presidente del tribunale, provvedendo contestualmente all'invio degli atti;c) Deve informare, senza ritardo, il pubblico ministero di questo ufficio, richiedendogli la trasmissione degli atti;d) Deve informare immediatamente il presidente della corte di appello, provvedendo contestualmente all'invio degli atti;3
Ai sensi dell'art. 179, II comma, del codice di procedura penale, le nullità definite assolute da specifiche disposizioni di legge sono:;a) insanabili e rilevate di ufficio solo nel giudizio di primo grado;b) insanabili e rilevate di ufficio in ogni stato e grado del procedimento;"c) sanabili e rilevate di
ufficio in ogni stato e grado del procedimento";"d) insanabili e rilevabili
anche di ufficio in ogni stato e grado del procedimento";2
Ai sensi dell'art. 55, I comma, del codice di procedura penale, un agente di polizia giudiziaria che voglia raccogliere elementi che possano servire per l'applicazione della legge penale deve essere preventivamente autorizzato?;a) Si, in quanto deve essere formalmente autorizzato dal magistrato inquirente;b) Solo nel caso in cui nel reato siano coinvolti minori di quattordici anni;c) Si, dal procuratore generale presso la Suprema Corte di Cassazione;d) No, in quanto il codice di procedura penale dispone che tale funzione può essere svolta anche di propria iniziativa;4
Ai sensi dell'art. 76, II comma, del codice di procedura penale, la costituzione di parte civile produce i suoi effetti:;"a) solo nella fase del
dibattimento";"b) solo nella fase
dell'udienza preliminare";c) in ogni stato e grado del processo;d) fino alla pronuncia della sentenza ed alla formazione del giudicato;3
Ai sensi dell'art. 145, IV comma, del codice di procedura penale, con quale provvedimento il giudice decide sulla dichiarazione di ricusazione o di astensione dell'interprete?;a) Con ordinanza;b) Con decreto non impugnabile;c) Con sentenza;d) Con decreto motivato;1
Ai sensi dell'art. 40, I comma, del codice di procedura penale, quale è l'organo giurisdizionale competente a decidere sulla ricusazione di un giudice del tribunale?;a) La corte di assise;b) La corte di appello;c) La Corte di cassazione;d) La corte di assise di appello;2
Ai sensi dell'art. 2, I comma, del codice di procedura penale, la cognizione del giudice penale riguarda:;a) esclusivamente le questioni penali;b) ogni questione da cui dipende la decisione, salvo che sia diversamente stabilito;c) ogni questione penale e civile, ad esclusione di quelle amministrative;d) la ricostruzione del fatto di reato per cui si procede;2
Ai sensi dell'art. 218, II comma, del codice di procedura penale, in cosa consiste l'esperimento giudiziale?;a) Nella ripetizione delle modalità di svolgimento del fatto di reato;b) Nella riproduzione, per quanto possibile, di un esperimento alla presenza del giudice competente e delle parti;c) Nel tentativo di riprodurre, per quanto possibile, il delitto e le modalità di svolgimento del fatto;d) Nella riproduzione, per quanto possibile, della situazione in cui il fatto si afferma o si ritiene essere avvenuto e nella ripetizione delle modalità di svolgimento del fatto stesso;4
Ai sensi dell'art. 201, I comma, del codice di procedura penale, salvi i casi in cui hanno l'obbligo di riferirne all'autorità giudiziaria, quali soggetti hanno l'obbligo di astenersi dal deporre su fatti conosciuti per ragioni del loro ufficio che devono rimanere segreti?;a) I pubblici ufficiali ed i pubblici impiegati;b) I pubblici impiegati e gli incaricati di un pubblico servizio;"c) I pubblici ufficiali e gli
incaricati di un pubblico servizio";"d) I pubblici ufficiali, i
pubblici impiegati e gli incaricati di un pubblico servizio";4
